label,text_adv,text_ele,adv_ele
s1915,The general public and many academics have consistently underestimated the importance of Stratford to Shakespeare.,The general public and many academics have underestimated the importance of Stratford to Shakespeare.,"The general public and many academics have consistently underestimated the importance of Stratford to Shakespeare.
 |<endoflevelone>| 
The general public and many academics have underestimated the importance of Stratford to Shakespeare."
s1916,Hearing a click off a salmon is probably one of the most challenging things a killer whale does.,Hearing a salmons click is probably one of the most dif cult things a killer whale does.,"Hearing a click off a salmon is probably one of the most challenging things a killer whale does.
 |<endoflevelone>| 
Hearing a salmons click is probably one of the most dif cult things a killer whale does."
s1917,Hearing that subtle click is harder if theres a lot of noise around you.,It is harder to hear that click if theres a lot of noise around you.,"Hearing that subtle click is harder if theres a lot of noise around you.
 |<endoflevelone>| 
It is harder to hear that click if theres a lot of noise around you."
s1918,"The researchers used underwater microphones to measure the noise created by about 1,600 individual ships as they passed through Haro Strait, in Washington State.","The researchers used underwater microphones to measure the noise made by about 1,600 ships as they passed through Haro Strait, in Washington State, USA.","The researchers used underwater microphones to measure the noise created by about 1,600 individual ships as they passed through Haro Strait, in Washington State.
 |<endoflevelone>| 
The researchers used underwater microphones to measure the noise made by about 1,600 ships as they passed through Haro Strait, in Washington State, USA."
s1919,"The two-year study captured the sounds made by 12 different types of vessel, including cruise ships, container ships and military vehicles, that passed through the strait about 20 times a day.","The two-year study recorded the sound made by 12 different types of ship, including cruise ships, container ships and military ships, that passed through the strait about 20 times a day.","The two-year study captured the sounds made by 12 different types of vessel, including cruise ships, container ships and military vehicles, that passed through the strait about 20 times a day.
 |<endoflevelone>| 
The two-year study recorded the sound made by 12 different types of ship, including cruise ships, container ships and military ships, that passed through the strait about 20 times a day."
s192,"The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it, said new media specialist Ian Maude at Enders Analysis.","The problem is that, in the US and UK, most people who want to join Facebook have already done it, said new media specialist Ian Maude at Enders Analysis.","The problem is that, in the US and UK, most people who want to sign up for Facebook have already done it, said new media specialist Ian Maude at Enders Analysis.
 |<endoflevelone>| 
The problem is that, in the US and UK, most people who want to join Facebook have already done it, said new media specialist Ian Maude at Enders Analysis."
s1920,"Some ships are quieter than others but the average intensity of noise next to all the ships was 173 underwater decibels, equivalent to 111 decibels through the air  about the sound of a loud rock concert.","Some ships are quieter than others but the average noise next to all the ships was 173 underwater decibels, the same as 111 decibels through the air  about the sound of a loud rock concert.","Some ships are quieter than others but the average intensity of noise next to all the ships was 173 underwater decibels, equivalent to 111 decibels through the air  about the sound of a loud rock concert.
 |<endoflevelone>| 
Some ships are quieter than others but the average noise next to all the ships was 173 underwater decibels, the same as 111 decibels through the air  about the sound of a loud rock concert."
s1921,Whales are not usually located right next to ships and so would be subjected to noise of about 60 to 90 decibels  around the level of a lawnmower or a vacuum cleaner.,Whales are not usually right next to ships and so would hear noise of about 60 to 90 decibels  around the level of a vacuum cleaner.,"Whales are not usually located right next to ships and so would be subjected to noise of about 60 to 90 decibels  around the level of a lawnmower or a vacuum cleaner.
 |<endoflevelone>| 
Whales are not usually right next to ships and so would hear noise of about 60 to 90 decibels  around the level of a vacuum cleaner."
s1922,Most noise is at that low frequency but the background noise of the ocean is raised even in the high frequencies.,"Most noise is at that low frequency but there is more background noise in the high frequencies, too.","Most noise is at that low frequency but the background noise of the ocean is raised even in the high frequencies.
 |<endoflevelone>| 
Most noise is at that low frequency but there is more background noise in the high frequencies, too."
s1923,Decreasing speed by six knots could decrease noise intensity by half.,Reducing speed by six knots could decrease noise by half.,"Decreasing speed by six knots could decrease noise intensity by half.
 |<endoflevelone>| 
Reducing speed by six knots could decrease noise by half."
s1924,"Under the same conditions, a quarter of women pressed the shock button.",A quarter of women also pressed the shock button.,"Under the same conditions, a quarter of women pressed the shock button.
 |<endoflevelone>| 
A quarter of women also pressed the shock button."
s1925,The report from psychologists at Virginia and Harvard Universities is one of a surprising few to tackle the question of why most of us  nd it so hard to do nothing.,The report from psychologists at Virginia and Harvard Universities looks at the question of why most of us  nd it so hard to do nothing.,"The report from psychologists at Virginia and Harvard Universities is one of a surprising few to tackle the question of why most of us  nd it so hard to do nothing.
 |<endoflevelone>| 
The report from psychologists at Virginia and Harvard Universities looks at the question of why most of us  nd it so hard to do nothing."
s1926,The only rules were they had to stay seated and not fall asleep.,The only rules were that they had to stay sitting and not fall asleep.,"The only rules were they had to stay seated and not fall asleep.
 |<endoflevelone>| 
The only rules were that they had to stay sitting and not fall asleep."
s1927,"On average, they did not enjoy the experience.",Most of them did not enjoy the experience.,"On average, they did not enjoy the experience.
 |<endoflevelone>| 
Most of them did not enjoy the experience."
s1928,"To the researchers surprise, 12 of 18 men gave themselves up to four electric shocks, as did six of 24 women.",But 12 of 18 men gave themselves electric shocks and six of 24 women gave themselves electric shocks.,"To the researchers surprise, 12 of 18 men gave themselves up to four electric shocks, as did six of 24 women.
 |<endoflevelone>| 
But 12 of 18 men gave themselves electric shocks and six of 24 women gave themselves electric shocks."
s1929,"Imagine the setup  a person is told to sit in a chair with wires attached to their skin and a button that will deliver a harmless but uncomfortable shock, and they are told to just sit there and entertain themselves with their thoughts, she said.","Imagine  a person is told to sit in a chair with wires attached to their skin and a button that will give them a harmless but uncomfortable shock, and they are told to just sit there with their thoughts, she said.","Imagine the setup  a person is told to sit in a chair with wires attached to their skin and a button that will deliver a harmless but uncomfortable shock, and they are told to just sit there and entertain themselves with their thoughts, she said.
 |<endoflevelone>| 
Imagine  a person is told to sit in a chair with wires attached to their skin and a button that will give them a harmless but uncomfortable shock, and they are told to just sit there with their thoughts, she said."
s193,"The number of minutes Americans spend on Facebook appears to be falling, too.","The number of minutes Americans spend on Facebook is falling, too.","The number of minutes Americans spend on Facebook appears to be falling, too.
 |<endoflevelone>| 
The number of minutes Americans spend on Facebook is falling, too."
s1930,Enter a department store and you will be watched.,"When you enter a department store, cameras are watching you.","Enter a department store and you will be watched.
 |<endoflevelone>| 
When you enter a department store, cameras are watching you."
s1931,"Its that you need to know that this shopper has these characteristics and, in the past, that when those characteristics are present, this is what a person tends to do.","We need to know what characteristics this shopper has and that, when those characteristics are present, this is what a person usually does.","Its that you need to know that this shopper has these characteristics and, in the past, that when those characteristics are present, this is what a person tends to do.
 |<endoflevelone>| 
We need to know what characteristics this shopper has and that, when those characteristics are present, this is what a person usually does."
s1932,"If it sounds familiar, its because the online world has been using techniques like these for years.","If it sounds familiar, its because the internet has been using techniques like these for years.","If it sounds familiar, its because the online world has been using techniques like these for years.
 |<endoflevelone>| 
If it sounds familiar, its because the internet has been using techniques like these for years."
s1933,If I just showed you a shot of someones body you could probably tell me what gender they are.,"If I just showed you a photo of someones body, you could probably tell me what gender they are.","If I just showed you a shot of someones body you could probably tell me what gender they are.
 |<endoflevelone>| 
If I just showed you a photo of someones body, you could probably tell me what gender they are."
s1934,We allow this to happen online so why not of ine?,We allow this to happen online so why not in shops?,"We allow this to happen online so why not of ine?
 |<endoflevelone>| 
We allow this to happen online so why not in shops?"
s1935,"Among 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98, higher than for those aged between 45 and 49, who scored an average of 96.","In 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98.","Among 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98, higher than for those aged between 45 and 49, who scored an average of 96.
 |<endoflevelone>| 
In 6- to 7-year-olds, who have grown up with YouTube, Spotify music streaming and online television, the average DQ score was 98."
s1936,The most remarkable change is in time spent talking on the phone.,The biggest change is in time spent talking on the phone.,"The most remarkable change is in time spent talking on the phone.
 |<endoflevelone>| 
The biggest change is in time spent talking on the phone."
s1937,"For those aged 12 to 15, phone calls account for just 3% of time spent communicating through any device.","But, now, for children aged 12 to 15, phone calls make up just 3% of time spent communicating through any device.","For those aged 12 to 15, phone calls account for just 3% of time spent communicating through any device.
 |<endoflevelone>| 
But, now, for children aged 12 to 15, phone calls make up just 3% of time spent communicating through any device."
s1938,"For all adults, this rises to 20% and, for young adults, it is still three times as high at 9%.","For all adults, this rises to 20% and, for young adults, it is 9%.","For all adults, this rises to 20% and, for young adults, it is still three times as high at 9%.
 |<endoflevelone>| 
For all adults, this rises to 20% and, for young adults, it is 9%."
s1939,"Away from their phones, 12- to 15-year-olds have a very different relationship with other media, too.","When they are not using their phones, 12- to 15-year-olds have a very different relationship with other media, too.","Away from their phones, 12- to 15-year-olds have a very different relationship with other media, too.
 |<endoflevelone>| 
When they are not using their phones, 12- to 15-year-olds have a very different relationship with other media, too."
s194,"The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore.","The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February.","The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February, according to comScore.
 |<endoflevelone>| 
The total was 121 billion minutes in December 2012, but that fell to 115 billion minutes in February."
s1940,"They spend 20% of their time viewing short video clips, for example on YouTube, or news clips distributed via Facebook and other social sites.","They spend 20% of their time watching short video clips, for example on YouTube, or news clips on Facebook and other social sites.","They spend 20% of their time viewing short video clips, for example on YouTube, or news clips distributed via Facebook and other social sites.
 |<endoflevelone>| 
They spend 20% of their time watching short video clips, for example on YouTube, or news clips on Facebook and other social sites."
s1941,"The rest of their viewing is shared between DVDs, streamed content through Net ix or iTunes and recorded television programmes.","The rest of their viewing time is spent watching DVDs, streamed content through Net ix or iTunes and recorded television programmes.         ","The rest of their viewing is shared between DVDs, streamed content through Net ix or iTunes and recorded television programmes.
 |<endoflevelone>| 
The rest of their viewing time is spent watching DVDs, streamed content through Net ix or iTunes and recorded television programmes.         "
s1942,"From 2006 to 2008, Duran took out 68 commercial and personal loans from 39 banks in Spain.","From 2006 to 2008, Duran took out 68 loans from 39 banks in Spain.","From 2006 to 2008, Duran took out 68 commercial and personal loans from 39 banks in Spain.
 |<endoflevelone>| 
From 2006 to 2008, Duran took out 68 loans from 39 banks in Spain."
s1943,"He spent two months in prison before being bailed for 50,000.","He spent two months in prison; then, they let him out on 50,000 bail.","He spent two months in prison before being bailed for 50,000.
 |<endoflevelone>| 
He spent two months in prison; then, they let him out on 50,000 bail."
s1944,"More than 25,000 kilos of dead  sh were collected in the aftermath and nearly 2,000 adult birds, chicks, eggs and nests were killed or destroyed.","They collected more than 25,000 kilos of dead  sh afterwards and nearly 2,000 adult birds, chicks, eggs and nests were killed or destroyed.","More than 25,000 kilos of dead  sh were collected in the aftermath and nearly 2,000 adult birds, chicks, eggs and nests were killed or destroyed.
 |<endoflevelone>| 
They collected more than 25,000 kilos of dead  sh afterwards and nearly 2,000 adult birds, chicks, eggs and nests were killed or destroyed."
s1945,It was Spains worst environmental disaster and the clean-up cost 90m.,It was Spains worst environmental disaster and the clean-up cost 90 million.,"It was Spains worst environmental disaster and the clean-up cost 90m.
 |<endoflevelone>| 
It was Spains worst environmental disaster and the clean-up cost 90 million."
s1946,"""There are riches here, riches that are badly needed by local inhabitants, said Vicente Fernandez Guerrero, secretary-general of Innovation, Industry and Energy for Andalucia.","There are riches here, riches that the local inhabitants badly need, said energy spokesman Vicente Fernandez Guerrero.","""There are riches here, riches that are badly needed by local inhabitants, said Vicente Fernandez Guerrero, secretary-general of Innovation, Industry and Energy for Andalucia.
 |<endoflevelone>| 
There are riches here, riches that the local inhabitants badly need, said energy spokesman Vicente Fernandez Guerrero."
s1947,"People have been digging metals and ores here since Roman times, after all.",People have mined metals here since Roman times.,"People have been digging metals and ores here since Roman times, after all.
 |<endoflevelone>| 
People have mined metals here since Roman times."
s1948,"The best technology in the world will be used here, Fernandez insisted.","They will use the best technology in the world here, Fernandez said.","The best technology in the world will be used here, Fernandez insisted.
 |<endoflevelone>| 
They will use the best technology in the world here, Fernandez said."
s1949,"For his part, Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the proposal.","Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the idea.","For his part, Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the proposal.
 |<endoflevelone>| 
Carlos Davila, who works for the Spanish Ornithological Society in Donana, was also alarmed at the idea."
s195,"The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends  and advertising  directly to the owners locked home screen. ","One initiative, Facebook Home, is software that you can download onto Android phones to feed news and photos from friends  and advertising  directly to your home screen.           ","The most significant is Facebook Home, software that can be downloaded onto certain Android phones to feed news and photos from friends  and advertising  directly to the owners locked home screen. 
 |<endoflevelone>| 
One initiative, Facebook Home, is software that you can download onto Android phones to feed news and photos from friends  and advertising  directly to your home screen.           "
s1950,"This is a very, very bad idea indeed, he told me.","This is a very, very bad idea, he said.","This is a very, very bad idea indeed, he told me.
 |<endoflevelone>| 
This is a very, very bad idea, he said."
s1951,The trouble is that Spain does not have the public resources it possessed 16 years ago.,The trouble is that Spain does not have the public resources it had 16 years ago.,"The trouble is that Spain does not have the public resources it possessed 16 years ago.
 |<endoflevelone>| 
The trouble is that Spain does not have the public resources it had 16 years ago."
s1952,"After the disaster, Spain woke up to the fact that it possessed a place of real ecological importance and did a lot to clean it up and protect it, he added.","After the disaster, Spain realized that it had a place of real ecological importance and did a lot to clean it up and protect it, he added.","After the disaster, Spain woke up to the fact that it possessed a place of real ecological importance and did a lot to clean it up and protect it, he added.
 |<endoflevelone>| 
After the disaster, Spain realized that it had a place of real ecological importance and did a lot to clean it up and protect it, he added."
s1953,"It shows the power of Star Wars that, although they were disappointing, the prequels still managed to make a lot of money, said Rosser.","It shows the power of Star Wars  the prequels were disappointing but they still made a lot of money, said Rosser.","It shows the power of Star Wars that, although they were disappointing, the prequels still managed to make a lot of money, said Rosser.
 |<endoflevelone>| 
It shows the power of Star Wars  the prequels were disappointing but they still made a lot of money, said Rosser."
s1954,"We may not yet be living in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but the rise of smartphones and other new technologies is creating a reality that is arguably as exciting and almost as far-fetched.","We do not yet live in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but smartphones and other new technologies are creating exciting possibilities.","We may not yet be living in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but the rise of smartphones and other new technologies is creating a reality that is arguably as exciting and almost as far-fetched.
 |<endoflevelone>| 
We do not yet live in an age of  ying cars, as predicted in the 1985  lm Back to the Future II, but smartphones and other new technologies are creating exciting possibilities."
s1955,"Communication between riders and drivers, between different vehicles and between cars and infrastructure is bringing transportation into a new era, according to Allan Clelland, an expert on transportation technology.","Communication between riders and drivers, between different vehicles and between cars and infrastructure is bringing transportation into a new era.","Communication between riders and drivers, between different vehicles and between cars and infrastructure is bringing transportation into a new era, according to Allan Clelland, an expert on transportation technology.
 |<endoflevelone>| 
Communication between riders and drivers, between different vehicles and between cars and infrastructure is bringing transportation into a new era."
s1956,"According to the study, those born in the 1990s are making 4% fewer car trips and travelling 18% fewer miles per year, on average, than members of previous generations did at the same stage in their lives.","According to the study, people born in the 1990s are making 4% fewer car trips and travelling 18% fewer miles per year, on average, than older generations did at the same time in their lives.","According to the study, those born in the 1990s are making 4% fewer car trips and travelling 18% fewer miles per year, on average, than members of previous generations did at the same stage in their lives.
 |<endoflevelone>| 
According to the study, people born in the 1990s are making 4% fewer car trips and travelling 18% fewer miles per year, on average, than older generations did at the same time in their lives."
s1957,Companies are working to develop technology that will enable a vehicle to tell traf c control systems not only that it is present but also where it is going and how fast it is travelling.,Companies are developing technology that allows a vehicle to tell traf c control systems not only that it is present but also where it is going and how fast it is travelling.,"Companies are working to develop technology that will enable a vehicle to tell traf c control systems not only that it is present but also where it is going and how fast it is travelling.
 |<endoflevelone>| 
Companies are developing technology that allows a vehicle to tell traf c control systems not only that it is present but also where it is going and how fast it is travelling."
s1958,Automation Driverless cars have been in the headlines ever since Google began road testing the vehicles back in 2012 but no-one really knows when driverless cars will become commonplace.,Automation We have known about driverless cars ever since Google began testing the vehicles in 2012 but no-one really knows when driverless cars will become commonplace.,"Automation Driverless cars have been in the headlines ever since Google began road testing the vehicles back in 2012 but no-one really knows when driverless cars will become commonplace.
 |<endoflevelone>| 
Automation We have known about driverless cars ever since Google began testing the vehicles in 2012 but no-one really knows when driverless cars will become commonplace."
s1959,"To see what driverless cars might look like in action, go to the video at: vimeo.com/37751380.","To see what driverless cars might look like on the road, go to the video at: vimeo.com/37751380.","To see what driverless cars might look like in action, go to the video at: vimeo.com/37751380.
 |<endoflevelone>| 
To see what driverless cars might look like on the road, go to the video at: vimeo.com/37751380."
s196,"That way, the mice learned to associate fear of the electric shock with the memory of the first chamber.","That way, the mice associated fear of the electric shock with the memory of the first box.","That way, the mice learned to associate fear of the electric shock with the memory of the first chamber.
 |<endoflevelone>| 
That way, the mice associated fear of the electric shock with the memory of the first box."
s1960,"The Mesolithic man, who lived in Spain around 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin, according to analyses of his genetic make-up.","The Mesolithic man, who lived in Spain about 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin.","The Mesolithic man, who lived in Spain around 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin, according to analyses of his genetic make-up.
 |<endoflevelone>| 
The Mesolithic man, who lived in Spain about 7,000 years ago, had an unusual mix of blue eyes, black or brown hair and dark skin."
s1961,The Spanish team started their work after a group of cavers stumbled upon two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.,The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006.,"The Spanish team started their work after a group of cavers stumbled upon two skeletons in a deep and complex cave system high up in the Cantabrian Mountains of northwest Spain in 2006.
 |<endoflevelone>| 
The Spanish team started their work after a group of cave explorers found two skeletons in a deep cave high up in the Cantabrian Mountains of northwest Spain in 2006."
s1962,"This guy had to be darker than any modern European, but we dont know how dark, the scientist said.","This guy was darker than any modern European, but we dont know how dark, the scientist said.","This guy had to be darker than any modern European, but we dont know how dark, the scientist said.
 |<endoflevelone>| 
This guy was darker than any modern European, but we dont know how dark, the scientist said."
s1963,You see a lot of reconstructions of these people hunting and gathering and they look like modern Europeans with light skin.,You see a lot of pictures of these people hunting and gathering and they look like modern Europeans with light skin.,"You see a lot of reconstructions of these people hunting and gathering and they look like modern Europeans with light skin.
 |<endoflevelone>| 
You see a lot of pictures of these people hunting and gathering and they look like modern Europeans with light skin."
s1964,"You never see a reconstruction of a Mesolithic hunter-gatherer with dark skin and blue eye colour, Lalueza-Fox said.","You never see a picture of a Mesolithic hunter-gatherer with dark skin and blue eyes, Lalueza-Fox said.","You never see a reconstruction of a Mesolithic hunter-gatherer with dark skin and blue eye colour, Lalueza-Fox said.
 |<endoflevelone>| 
You never see a picture of a Mesolithic hunter-gatherer with dark skin and blue eyes, Lalueza-Fox said."
s1965,The Spanish team went on to compare the genome of the hunter-gatherer to those of modern Europeans from different regions to see how they might be related.,The Spanish team compared the hunter-gatherer to modern Europeans from different regions to see how they might be related.,"The Spanish team went on to compare the genome of the hunter-gatherer to those of modern Europeans from different regions to see how they might be related.
 |<endoflevelone>| 
The Spanish team compared the hunter-gatherer to modern Europeans from different regions to see how they might be related."
s1966,"But, in 2013, one of the mothers, who is 33 and unemployed, sued her ex-partner for maintenance for her daughter.","In 2013, one of the mothers, who is 33 and unemployed, wanted her ex-partner to pay maintenance for her daughter.","But, in 2013, one of the mothers, who is 33 and unemployed, sued her ex-partner for maintenance for her daughter.
 |<endoflevelone>| 
In 2013, one of the mothers, who is 33 and unemployed, wanted her ex-partner to pay maintenance for her daughter."
s1967,A DNA test was done and it was found it was not his baby and not her baby.,They found that it was not his baby and not her baby.,"A DNA test was done and it was found it was not his baby and not her baby.
 |<endoflevelone>| 
They found that it was not his baby and not her baby."
s1968,Its four years later: you can understand she doesnt want to give up her baby.,"She wants the baby back, but its four years later: you can understand that the other mother doesnt want to give up her baby, Strydom said.","Its four years later: you can understand she doesnt want to give up her baby.
 |<endoflevelone>| 
She wants the baby back, but its four years later: you can understand that the other mother doesnt want to give up her baby, Strydom said."
s1969,"But, whatever happens, someone wont be happy.","Strydom added: Whatever happens, someone wont be happy.","But, whatever happens, someone wont be happy.
 |<endoflevelone>| 
Strydom added: Whatever happens, someone wont be happy."
s197,"So, just like our mouse, it is quite possible we can associate what we happen to have in our mind with bad or good high-variance ongoing events.","So, just like our mouse, it is quite possible we can associate what we have in our mind with bad or good events.","So, just like our mouse, it is quite possible we can associate what we happen to have in our mind with bad or good high-variance ongoing events.
 |<endoflevelone>| 
So, just like our mouse, it is quite possible we can associate what we have in our mind with bad or good events."
s1970,"Karabo Ngidi, a lawyer with the centre, said Whats going to happen must be in the best interests of the children.","Karabo Ngidi, a lawyer with the centre, said: We must do what is best for the children.","Karabo Ngidi, a lawyer with the centre, said Whats going to happen must be in the best interests of the children.
 |<endoflevelone>| 
Karabo Ngidi, a lawyer with the centre, said: We must do what is best for the children."
s1971,"In 1995, two mothers were awarded damages after their sons, born in 1989, were accidentally switched at the Johannesburg hospital where they were born.","In 1995, two mothers were paid damages after their sons, born in 1989, were switched by mistake at the Johannesburg hospital where they were born.             ","In 1995, two mothers were awarded damages after their sons, born in 1989, were accidentally switched at the Johannesburg hospital where they were born.
 |<endoflevelone>| 
In 1995, two mothers were paid damages after their sons, born in 1989, were switched by mistake at the Johannesburg hospital where they were born.             "
s1972,"Tourist numbers are down 80% this year, said Mayor Maria Kakali, in an of ce in the village where she grew up, home to around 200 people.","Tourist numbers have reduced by 80% this year, said Mayor Maria Kakali, in an of ce in the village where she grew up.","Tourist numbers are down 80% this year, said Mayor Maria Kakali, in an of ce in the village where she grew up, home to around 200 people.
 |<endoflevelone>| 
Tourist numbers have reduced by 80% this year, said Mayor Maria Kakali, in an of ce in the village where she grew up."
s1973,"If we have to pay a tax of 23%, Im sorry to say it but we will all die on the island, says Kakali.","If we have to pay a tax of 23%, we will all die on the island, says Kakali.","If we have to pay a tax of 23%, Im sorry to say it but we will all die on the island, says Kakali.
 |<endoflevelone>| 
If we have to pay a tax of 23%, we will all die on the island, says Kakali."
s1974,"It has just over 3,000 beds for visitors, compared with tens of thousands on an island such as Rhodes.","It has just over 3,000 beds for visitors  Rhodes, for example, has tens of thousands of beds.","It has just over 3,000 beds for visitors, compared with tens of thousands on an island such as Rhodes.
 |<endoflevelone>| 
It has just over 3,000 beds for visitors  Rhodes, for example, has tens of thousands of beds."
s1975,"The truth is the government doesnt pay much attention to the islands of the north Aegean, she said, so I would take all the kids from our school to the gates of parliament, to tell them: There is still life in these islands. ","The government doesnt pay much attention to the islands of the north Aegean, she said, so I would take all the kids from our school to the gates of parliament, to tell them: There is still life in these islands.      ","The truth is the government doesnt pay much attention to the islands of the north Aegean, she said, so I would take all the kids from our school to the gates of parliament, to tell them: There is still life in these islands. 
 |<endoflevelone>| 
The government doesnt pay much attention to the islands of the north Aegean, she said, so I would take all the kids from our school to the gates of parliament, to tell them: There is still life in these islands.      "
s1976,"The age of the big British summer music festival, including Glastonbury, is drawing to a close, according to the leading rock promoter and manager Harvey Goldsmith.","The age of the big British summer music festival, including Glastonbury, is ending, according to the top rock manager Harvey Goldsmith.","The age of the big British summer music festival, including Glastonbury, is drawing to a close, according to the leading rock promoter and manager Harvey Goldsmith.
 |<endoflevelone>| 
The age of the big British summer music festival, including Glastonbury, is ending, according to the top rock manager Harvey Goldsmith."
s1977,"That is a big, big problem in our industry.","That is a big, big problem for us.","That is a big, big problem in our industry.
 |<endoflevelone>| 
That is a big, big problem for us."
s1978,"And, we are not producing a new generation of these kind of acts  the likes of the Rolling Stones, Muse, even the Arctic Monkeys  that can headline.","And we are not producing new bands that can headline  like the Rolling Stones, Muse, even the Arctic Monkeys.","And, we are not producing a new generation of these kind of acts  the likes of the Rolling Stones, Muse, even the Arctic Monkeys  that can headline.
 |<endoflevelone>| 
And we are not producing new bands that can headline  like the Rolling Stones, Muse, even the Arctic Monkeys."
s1979,"There were about 900 music festival events in the UK between May and September 2014, he said, and there is no way they can all continue.","There were about 900 music festivals in the UK between May and September in 2014, he said, and they cannot all continue.","There were about 900 music festival events in the UK between May and September 2014, he said, and there is no way they can all continue.
 |<endoflevelone>| 
There were about 900 music festivals in the UK between May and September in 2014, he said, and they cannot all continue."
s198,"He added: Our study showed that the false memory and the genuine memory are based on very similar, almost identical, brain mechanisms.","He added: Our study showed that the false memory and the real memory use very similar, almost identical, brain mechanisms.","He added: Our study showed that the false memory and the genuine memory are based on very similar, almost identical, brain mechanisms.
 |<endoflevelone>| 
He added: Our study showed that the false memory and the real memory use very similar, almost identical, brain mechanisms."
s1980,"He didnt want to risk leaving the US  it was him, not Elvis, said Goldsmith.","He didnt want to risk leaving the US, said Goldsmith.","He didnt want to risk leaving the US  it was him, not Elvis, said Goldsmith.
 |<endoflevelone>| 
He didnt want to risk leaving the US, said Goldsmith."
s1981,"Freddie Mercury had to be our most powerful stage performer, the best live performer weve ever had.","Freddie Mercury was our most powerful stage performer, the best live performer weve ever had.","Freddie Mercury had to be our most powerful stage performer, the best live performer weve ever had.
 |<endoflevelone>| 
Freddie Mercury was our most powerful stage performer, the best live performer weve ever had."
s1982,Were not producing a new generation of this kind of act.,Were not producing a new generation of this kind of band.,"Were not producing a new generation of this kind of act.
 |<endoflevelone>| 
Were not producing a new generation of this kind of band."
s1983,Coldplay is probably the last one to come up and that was ten years ago.,Coldplay is probably the last one and that was ten years ago.,"Coldplay is probably the last one to come up and that was ten years ago.
 |<endoflevelone>| 
Coldplay is probably the last one and that was ten years ago."
s1984,"So, with no big acts to headline, there are no big shows.","""So, with no big bands to headline, there are no big shows.","So, with no big acts to headline, there are no big shows.
 |<endoflevelone>| 
""So, with no big bands to headline, there are no big shows."
s1985,What is it like to look at the very last of something?,What is it like to look at the last of something?,"What is it like to look at the very last of something?
 |<endoflevelone>| 
What is it like to look at the last of something?"
s1986,"If he does not mate successfully soon with one of two female northern white rhinos at Ol Pejeta Conservancy in Kenya, there will be no more of their kind, male or female, born anywhere.","If he does not mate soon with one of two female northern white rhinos at Ol Pejeta Conservancy in Kenya, there will be no more rhinos like them, male or female, born anywhere.","If he does not mate successfully soon with one of two female northern white rhinos at Ol Pejeta Conservancy in Kenya, there will be no more of their kind, male or female, born anywhere.
 |<endoflevelone>| 
If he does not mate soon with one of two female northern white rhinos at Ol Pejeta Conservancy in Kenya, there will be no more rhinos like them, male or female, born anywhere."
s1987,"Apart from these three animals, there are only two other northern white rhinos in the world, both in zoos, both female.","There are only two other northern white rhinos in the world, both in zoos, both female.","Apart from these three animals, there are only two other northern white rhinos in the world, both in zoos, both female.
 |<endoflevelone>| 
There are only two other northern white rhinos in the world, both in zoos, both female."
s1988,His eye is a sad black dot in his massive wrinkled face as he wanders the reserve with his guards.,His eye is a sad black dot in his big face as he walks around the reserve with his guards.,"His eye is a sad black dot in his massive wrinkled face as he wanders the reserve with his guards.
 |<endoflevelone>| 
His eye is a sad black dot in his big face as he walks around the reserve with his guards."
s1989,"It is a majestic rectangle of strong bone and leathery  esh, a head that expresses pure strength.","It is a majestic rectangle of strong bone, a head of pure strength.","It is a majestic rectangle of strong bone and leathery  esh, a head that expresses pure strength.
 |<endoflevelone>| 
It is a majestic rectangle of strong bone, a head of pure strength."
s199,"Memory researchers have always recognized that memory does not, as is often assumed, work like a video camera, faithfully recording all of the details of anything we experience.","He added that memory researchers have always known that memory does not work like a video camera, recording all the details of anything we experience.","Memory researchers have always recognized that memory does not, as is often assumed, work like a video camera, faithfully recording all of the details of anything we experience.
 |<endoflevelone>| 
He added that memory researchers have always known that memory does not work like a video camera, recording all the details of anything we experience."
s1990,Human beings  we always kill the things we love.,Human beings  we always kill the things we love.,"Human beings  we always kill the things we love.
 |<endoflevelone>| 
Human beings  we always kill the things we love."
