index,text,level,difficulty,n_sent,n_syll,n_lex,lex_sent,syll_lex,text_c
845,"The team from the US, Japan, Germany and the UK asked zookeepers and others who worked with male and female apes of various ages to complete questionnaires on the animals.",int,57.95,1,41,30,30.0,1.3666666666666667,"['team', 'us', 'japan', 'germani', 'uk', 'ask', 'zookeep', 'work', 'male', 'femal', 'ape', 'variou', 'age', 'complet', 'questionnair', 'anim']"
846,"The forms included questions about each apes mood, the enjoyment they gained from socializing, and their success at achieving certain goals.",adv,58.62,1,32,21,21.0,1.5238095238095237,"['form', 'includ', 'question', 'ape', 'mood', 'enjoy', 'gain', 'social', 'success', 'achiev', 'certain', 'goal']"
847,"The forms included questions about each apes mood, the enjoyment they got from socializing, and their success at achieving certain goals.",int,58.62,1,32,21,21.0,1.5238095238095237,"['form', 'includ', 'question', 'ape', 'mood', 'enjoy', 'got', 'social', 'success', 'achiev', 'certain', 'goal']"
848,The final question asked how carers would feel about being the ape for a week.,adv,81.63,1,19,15,15.0,1.2666666666666666,"['final', 'question', 'ask', 'carer', 'would', 'feel', 'ape', 'week']"
849,The final question asked how zookeepers would feel about being the ape for a week.,int,81.63,1,19,15,15.0,1.2666666666666666,"['final', 'question', 'ask', 'zookeep', 'would', 'feel', 'ape', 'week']"
851,"The animals well-being was at its lowest, on average, at 28.3 and 27.2 years old for the chimpanzees, and 35.4 years old for the orangutans.",int,63.02,1,34,25,25.0,1.36,"['anim', 'wellb', 'wa', 'lowest', 'averag', 'year', 'old', 'chimpanze', 'year', 'old', 'orangutan']"
852,"In all three groups we find evidence that well-being is lowest in chimpanzees and orangutans at an age that roughly corresponds to midlife in humans, Weiss said.",adv,60.99,1,38,27,27.0,1.4074074074074074,"['three', 'group', 'find', 'evid', 'wellb', 'lowest', 'chimpanze', 'orangutan', 'age', 'roughli', 'correspond', 'midlif', 'human', 'weiss', 'said']"
853,"In all three groups we find evidence that well-being is lowest in chimpanzees and orangutans at an age that corresponds more or less to midlife in humans, Weiss said.",int,67.42,1,39,29,29.0,1.3448275862068966,"['three', 'group', 'find', 'evid', 'wellb', 'lowest', 'chimpanze', 'orangutan', 'age', 'correspond', 'less', 'midlif', 'human', 'weiss', 'said']"
855,"Robin Dunbar, Professor of Evolutionary Psychology at Oxford University, was sceptical about the findings.",int,14.97,1,30,14,14.0,2.142857142857143,"['robin', 'dunbar', 'professor', 'evolutionari', 'psycholog', 'oxford', 'univers', 'wa', 'sceptic', 'find']"
856,"Its hard to see anything in an apes life that would have that sort of pattern, that they would think about.",adv,92.46,1,23,21,21.0,1.0952380952380953,"['hard', 'see', 'anyth', 'ape', 'life', 'would', 'sort', 'pattern', 'would', 'think']"
857,Its hard to see anything in an apes life that would have that sort of pattern.,int,97.54,1,18,16,16.0,1.125,"['hard', 'see', 'anyth', 'ape', 'life', 'would', 'sort', 'pattern']"
859,"If we want to find the answer to the question of whats going on with the midlife crisis, we should look at what is similar in middle-aged humans, chimps and orangutans, he said.     ",int,54.9,1,47,33,33.0,1.4242424242424243,"['want', 'find', 'answer', 'question', 'go', 'midlif', 'crisi', 'look', 'similar', 'middleag', 'human', 'chimp', 'orangutan', 'said']"
860,"The method, called Virtopsy, is now being used at selected forensic medical institutes in Europe, having been pioneered by a group of scientists at the University of Zurich.",adv,34.6,1,47,28,28.0,1.6785714285714286,"['method', 'call', 'virtopsi', 'use', 'select', 'forens', 'medic', 'institut', 'europ', 'pioneer', 'group', 'scientist', 'univers', 'zurich']"
861,"The method, called Virtopsy, is now being used at some forensic medical institutes in Europe, after it was pioneered by a group of scientists at the University of Zurich.",int,42.04,1,46,29,29.0,1.5862068965517242,"['method', 'call', 'virtopsi', 'use', 'forens', 'medic', 'institut', 'europ', 'wa', 'pioneer', 'group', 'scientist', 'univers', 'zurich']"
863,"Basically there will be no such thing as the perfect murder any more because a virtual autopsy allows you to find every piece of evidence, he said.",int,52.53,1,41,27,27.0,1.5185185185185186,"['basic', 'thing', 'perfect', 'murder', 'ani', 'becaus', 'virtual', 'autopsi', 'allow', 'find', 'everi', 'piec', 'evid', 'said']"
864,"The technique allows the detection of injuries such as lesions and blows often undetectable during a traditional autopsy, as well as air pockets, heart attacks and even cancer.",adv,43.06,1,46,28,28.0,1.6428571428571428,"['techniqu', 'allow', 'detect', 'injuri', 'lesion', 'blow', 'often', 'undetect', 'dure', 'tradit', 'autopsi', 'well', 'air', 'pocket', 'heart', 'attack', 'even', 'cancer']"
865,"The technique allows you to find injuries that are not seen during a traditional autopsy, as well as air pockets, heart attacks and even cancer.",int,54.56,1,37,25,25.0,1.48,"['techniqu', 'allow', 'find', 'injuri', 'seen', 'dure', 'tradit', 'autopsi', 'well', 'air', 'pocket', 'heart', 'attack', 'even', 'cancer']"
866,"The Virtopsy has the potential to replace the autopsy one day, Richard Dirndorfer, one of the pioneers of DNA analysis in criminology, and a founder developer of Virtopsy, told the German science magazine PM.",adv,20.05,1,60,34,34.0,1.7647058823529411,"['virtopsi', 'ha', 'potenti', 'replac', 'autopsi', 'one', 'day', 'richard', 'dirndorf', 'one', 'pioneer', 'dna', 'analysi', 'criminolog', 'founder', 'develop', 'virtopsi', 'told', 'german', 'scienc', 'magazin', 'pm']"
867,"The Virtopsy might replace the autopsy one day, Richard Dirndorfer, one of the pioneers of DNA analysis in criminology, and a developer of Virtopsy, told the German science magazine PM.",int,24.11,1,54,30,30.0,1.8,"['virtopsi', 'might', 'replac', 'autopsi', 'one', 'day', 'richard', 'dirndorf', 'one', 'pioneer', 'dna', 'analysi', 'criminolog', 'develop', 'virtopsi', 'told', 'german', 'scienc', 'magazin', 'pm']"
868,The initial aim is to use the new method to complement the traditional autopsy.,adv,57.27,1,22,14,14.0,1.5714285714285714,"['initi', 'aim', 'use', 'new', 'method', 'complement', 'tradit', 'autopsi']"
869,"At first, the aim is to use the new method to complement the traditional autopsy.",int,64.71,1,22,15,15.0,1.4666666666666666,"['first', 'aim', 'use', 'new', 'method', 'complement', 'tradit', 'autopsi']"
870,"It will enable forensic scientists to plan their autopsies far more efficiently, Dominic Wichmann, an internal medicine specialist at Hamburgs University Hospital, told Spiegel.",adv,21.74,1,45,24,24.0,1.875,"['enabl', 'forens', 'scientist', 'plan', 'autopsi', 'far', 'effici', 'domin', 'wichmann', 'intern', 'medicin', 'specialist', 'hamburg', 'univers', 'hospit', 'told', 'spiegel']"
871,"It will allow forensic scientists to plan their autopsies far more efficiently, Dominic Wichmann, an internal medicine specialist at Hamburgs University Hospital, told Spiegel.",int,21.74,1,45,24,24.0,1.875,"['allow', 'forens', 'scientist', 'plan', 'autopsi', 'far', 'effici', 'domin', 'wichmann', 'intern', 'medicin', 'specialist', 'hamburg', 'univers', 'hospit', 'told', 'spiegel']"
873,Criminologists from around the world have been travelling to Switzerland over the past few years to see the new method.,int,68.1,1,27,20,20.0,1.35,"['criminologist', 'around', 'world', 'travel', 'switzerland', 'past', 'year', 'see', 'new', 'method']"
875,"In order to analyze the colour of the blood, the consistencies (of body fluids) or smells, well need to keep on with the traditional cut, said Lars Oesterhelweg, Deputy Director of the Institute of Forensic Medicine at the Charit Hospital in Berlin, which is using a version of the Virtopsy.",int,29.19,1,74,50,50.0,1.48,"['order', 'analyz', 'colour', 'blood', 'consist', 'bodi', 'fluid', 'smell', 'well', 'need', 'keep', 'tradit', 'cut', 'said', 'lar', 'oesterhelweg', 'deputi', 'director', 'institut', 'forens', 'medicin', 'charit', 'hospit', 'berlin', 'use', 'version', 'virtopsi']"
876,The Senate Intelligence Committee has approved a bill that would provide for increased transparency of the National Security Agencys bulk collection of US phone records but allow the controversial practice to continue.,adv,22.08,1,58,32,32.0,1.8125,"['senat', 'intellig', 'committe', 'ha', 'approv', 'bill', 'would', 'provid', 'increas', 'transpar', 'nation', 'secur', 'agenc', 'bulk', 'collect', 'us', 'phone', 'record', 'allow', 'controversi', 'practic', 'continu']"
877,The US Senate Intelligence Committee has approved a bill that would make the National Security Agencys bulk collection of US phone records more transparent but allow it to continue.,int,33.58,1,49,29,29.0,1.6896551724137931,"['us', 'senat', 'intellig', 'committe', 'ha', 'approv', 'bill', 'would', 'make', 'nation', 'secur', 'agenc', 'bulk', 'collect', 'us', 'phone', 'record', 'transpar', 'allow', 'continu']"
878,"It passed the committee by an 11-4 vote, paving the way for a full Senate vote.",adv,89.08,1,19,16,16.0,1.1875,"['pass', 'committe', 'vote', 'pave', 'way', 'full', 'senat', 'vote']"
879,The bill passed the committee by an 11-4 vote and will now be voted on by the full Senate.,int,86.03,1,23,19,19.0,1.2105263157894737,"['bill', 'pass', 'committe', 'vote', 'vote', 'full', 'senat']"
880,"Additionally, the bill allows the NSA to continue surveillance begun on foreigners outside the US if they enter the country for a transitory period not to exceed 72 hours.",adv,33.58,1,50,29,29.0,1.7241379310344827,"['addit', 'bill', 'allow', 'nsa', 'continu', 'surveil', 'begun', 'foreign', 'outsid', 'us', 'enter', 'countri', 'transitori', 'period', 'exceed', 'hour']"
881,"The bill also allows the NSA to continue surveillance that is begun on foreigners outside the US if they enter the country, for a period of up to 72 hours.",int,49.49,1,44,30,30.0,1.4666666666666666,"['bill', 'also', 'allow', 'nsa', 'continu', 'surveil', 'begun', 'foreign', 'outsid', 'us', 'enter', 'countri', 'period', 'hour']"
882,The bill is a direct challenge to one introduced by Senator Patrick Leahy that would end domestic phone-records collection.,adv,52.19,1,30,19,19.0,1.5789473684210527,"['bill', 'direct', 'challeng', 'one', 'introduc', 'senat', 'patrick', 'leahi', 'would', 'end', 'domest', 'phonerecord', 'collect']"
883,The bill is a direct challenge to another bill introduced by Senator Patrick Leahy that would end domestic phone-records collection.,int,42.72,1,33,20,20.0,1.65,"['bill', 'direct', 'challeng', 'anoth', 'bill', 'introduc', 'senat', 'patrick', 'leahi', 'would', 'end', 'domest', 'phonerecord', 'collect']"
884,"The NSAs invasive surveillance of Americans private information does not respect our constitutional values and needs fundamental reform, not incidental changes.",adv,7.86,1,44,21,21.0,2.0952380952380953,"['nsa', 'invas', 'surveil', 'american', 'privat', 'inform', 'doe', 'respect', 'constitut', 'valu', 'need', 'fundament', 'reform', 'incident', 'chang']"
885,"The NSAs surveillance of Americans private information does not respect our constitutional values and needs fundamental reform, Udall said.",int,26.81,1,37,19,19.0,1.9473684210526316,"['nsa', 'surveil', 'american', 'privat', 'inform', 'doe', 'respect', 'constitut', 'valu', 'need', 'fundament', 'reform', 'udal', 'said']"
886,"The NSA call-records programme is legal and subject to extensive congressional and judicial oversight, and I believe it contributes to our national security, she said in a statement.",adv,26.14,1,49,28,28.0,1.75,"['nsa', 'callrecord', 'programm', 'legal', 'subject', 'extens', 'congression', 'judici', 'oversight', 'believ', 'contribut', 'nation', 'secur', 'said', 'statement']"
887,"The NSA call-records programme is legal, and I believe it contributes to our national security, she said in a statement.",int,51.18,1,32,20,20.0,1.6,"['nsa', 'callrecord', 'programm', 'legal', 'believ', 'contribut', 'nation', 'secur', 'said', 'statement']"
888,"After the committees hearing had ended, Feinstein strongly endorsed the NSAs main domestic programme.",adv,31.89,1,26,14,14.0,1.8571428571428572,"['committe', 'hear', 'end', 'feinstein', 'strongli', 'endors', 'nsa', 'main', 'domest', 'programm']"
889,"After the committees hearing had ended, Feinstein strongly supported the NSAs main domestic programme.",int,31.89,1,27,14,14.0,1.9285714285714286,"['committe', 'hear', 'end', 'feinstein', 'strongli', 'support', 'nsa', 'main', 'domest', 'programm']"
890,"I think theres huge misunderstanding about this NSA database programme, and how vital it is to protecting this country, she told reporters.",adv,57.61,1,33,22,22.0,1.5,"['think', 'huge', 'misunderstand', 'thi', 'nsa', 'databas', 'programm', 'vital', 'protect', 'thi', 'countri', 'told', 'report']"
891,"I think theres huge misunderstanding about this NSA database programme, and how vital it is to protecting this country, she said.",int,58.62,1,31,21,21.0,1.4761904761904763,"['think', 'huge', 'misunderstand', 'thi', 'nsa', 'databas', 'programm', 'vital', 'protect', 'thi', 'countri', 'said']"
892,The fundamental question is: should the government have some reason to suspect wrongdoing before sweeping up Americans most personal information to feed into its databases?,adv,29.18,1,46,25,25.0,1.84,"['fundament', 'question', 'govern', 'reason', 'suspect', 'wrongdo', 'befor', 'sweep', 'american', 'person', 'inform', 'feed', 'databas']"
893,The fundamental question is: should the government have some reason to suspect wrongdoing before collecting Americans most personal information to feed into its databases?,int,21.74,1,46,24,24.0,1.9166666666666667,"['fundament', 'question', 'govern', 'reason', 'suspect', 'wrongdo', 'befor', 'collect', 'american', 'person', 'inform', 'feed', 'databas']"
895,Leahy says yes; Feinstein says no.,int,90.77,1,8,6,6.0,1.3333333333333333,"['leahi', 'say', 'ye', 'feinstein', 'say']"
896,"The statements that American intelligence officials have made about collecting on the intentions of foreign leadership, thats consistent with the understanding Ive had for years, as a member of the Intelligence Committee, he said.",adv,20.05,1,60,34,34.0,1.7647058823529411,"['statement', 'american', 'intellig', 'offici', 'made', 'collect', 'intent', 'foreign', 'leadership', 'consist', 'understand', 'ive', 'year', 'member', 'intellig', 'committe', 'said']"
897,"The statements that American intelligence officials have made about collecting data from foreign leaders is consistent with the understanding Ive had for years, as a member of the Intelligence Committee, he said.",int,22.08,1,56,32,32.0,1.75,"['statement', 'american', 'intellig', 'offici', 'made', 'collect', 'data', 'foreign', 'leader', 'consist', 'understand', 'ive', 'year', 'member', 'intellig', 'committe', 'said']"
898,Feinstein unexpectedly announced that she was totally opposed to the foreign leader spying of the sort the NSA conducts of German Chancellor Angela Merkel.,adv,30.2,1,42,24,24.0,1.75,"['feinstein', 'unexpectedli', 'announc', 'wa', 'total', 'oppos', 'foreign', 'leader', 'spi', 'sort', 'nsa', 'conduct', 'german', 'chancellor', 'angela', 'merkel']"
899,"To everyones surprise, Feinstein announced that she was totally opposed to the foreign leader spying of the sort the NSA conducts on German Chancellor Angela Merkel.",int,36.63,1,43,26,26.0,1.6538461538461537,"['everyon', 'surpris', 'feinstein', 'announc', 'wa', 'total', 'oppos', 'foreign', 'leader', 'spi', 'sort', 'nsa', 'conduct', 'german', 'chancellor', 'angela', 'merkel']"
900,Feinstein has been a staunch supporter of the NSAs bulk collection of Americans phone records.,adv,64.71,1,23,15,15.0,1.5333333333333334,"['feinstein', 'ha', 'staunch', 'support', 'nsa', 'bulk', 'collect', 'american', 'phone', 'record']"
901,Feinstein has been a strong supporter of the NSAs bulk collection of Americans phone records.,int,64.71,1,23,15,15.0,1.5333333333333334,"['feinstein', 'ha', 'strong', 'support', 'nsa', 'bulk', 'collect', 'american', 'phone', 'record']"
903,"According to a top-secret document, the National Security Agency (NSA) has got direct access to the systems of Google, Facebook, Apple and other major US internet companies.",int,27.15,1,49,27,27.0,1.8148148148148149,"['accord', 'topsecret', 'document', 'nation', 'secur', 'agenc', 'nsa', 'ha', 'got', 'direct', 'access', 'system', 'googl', 'facebook', 'appl', 'major', 'us', 'internet', 'compani']"
905,"The NSA access is part of a program called PRISM, which allows officials to collect material including search history, the content of emails, file transfers and live chats, the document says.",int,48.47,1,48,31,31.0,1.5483870967741935,"['nsa', 'access', 'part', 'program', 'call', 'prism', 'allow', 'offici', 'collect', 'materi', 'includ', 'search', 'histori', 'content', 'email', 'file', 'transfer', 'live', 'chat', 'document', 'say']"
906,"Although the presentation claims the program is run with the assistance of the companies, all those who responded to a request for comment denied knowledge of any such program.",adv,42.04,1,45,29,29.0,1.5517241379310345,"['although', 'present', 'claim', 'program', 'run', 'assist', 'compani', 'respond', 'request', 'comment', 'deni', 'knowledg', 'ani', 'program']"
907,"Although the document claims that the program is run with the help of the companies, all the companies who responded to a request for comment denied knowledge of any such program.",int,48.47,1,46,31,31.0,1.4838709677419355,"['although', 'document', 'claim', 'program', 'run', 'help', 'compani', 'compani', 'respond', 'request', 'comment', 'deni', 'knowledg', 'ani', 'program']"
909,"The NSA access became possible because of changes to US surveillance law, introduced under President Bush and renewed under Obama in December 2012.",int,39.67,1,40,23,23.0,1.7391304347826086,"['nsa', 'access', 'becam', 'possibl', 'becaus', 'chang', 'us', 'surveil', 'law', 'introduc', 'presid', 'bush', 'renew', 'obama', 'decemb']"
910,"The program facilitates extensive, in-depth surveillance on live communications and stored information.",adv,0.08,1,28,12,12.0,2.3333333333333335,"['program', 'facilit', 'extens', 'indepth', 'surveil', 'live', 'commun', 'store', 'inform']"
911,The program facilitates a large amount of in-depth surveillance on live communications and stored information.,int,30.87,1,29,15,15.0,1.9333333333333333,"['program', 'facilit', 'larg', 'amount', 'indepth', 'surveil', 'live', 'commun', 'store', 'inform']"
912,"The law allows for the targeting of any customers of participating firms who live outside the US, or those Americans whose communications include people outside the US.",adv,35.61,1,45,27,27.0,1.6666666666666667,"['law', 'allow', 'target', 'ani', 'custom', 'particip', 'firm', 'live', 'outsid', 'us', 'american', 'whose', 'commun', 'includ', 'peopl', 'outsid', 'us']"
913,"The law allows for the targeting of any customers of participating companies who live outside the US, or those Americans whose communications include people outside the US.",int,35.61,1,47,27,27.0,1.7407407407407407,"['law', 'allow', 'target', 'ani', 'custom', 'particip', 'compani', 'live', 'outsid', 'us', 'american', 'whose', 'commun', 'includ', 'peopl', 'outsid', 'us']"
914,The participation of the internet companies in PRISM will add to the debate about the scale of surveillance by the intelligence services.,adv,40.69,1,37,22,22.0,1.6818181818181819,"['particip', 'internet', 'compani', 'prism', 'add', 'debat', 'scale', 'surveil', 'intellig', 'servic']"
915,The participation of the internet companies in PRISM will add to the debate about the level of surveillance by the intelligence services.,int,40.69,1,38,22,22.0,1.7272727272727273,"['particip', 'internet', 'compani', 'prism', 'add', 'debat', 'level', 'surveil', 'intellig', 'servic']"
916,"Companies are legally obliged to comply with requests for users communications under US law, but the PRISM program allows the intelligence services direct access to the companies servers.",adv,34.6,1,48,28,28.0,1.7142857142857142,"['compani', 'legal', 'oblig', 'compli', 'request', 'user', 'commun', 'us', 'law', 'prism', 'program', 'allow', 'intellig', 'servic', 'direct', 'access', 'compani', 'server']"
917,"Under US law, companies must comply with requests for users communications, but the PRISM program allows the intelligence services direct access to the companies servers.",int,29.18,1,44,25,25.0,1.76,"['us', 'law', 'compani', 'must', 'compli', 'request', 'user', 'commun', 'prism', 'program', 'allow', 'intellig', 'servic', 'direct', 'access', 'compani', 'server']"
918,The NSA document notes the operations have the assistance of communications providers in the US.,adv,47.79,1,26,15,15.0,1.7333333333333334,"['nsa', 'document', 'note', 'oper', 'assist', 'commun', 'provid', 'us']"
919,The NSA document notes that the operations have the help of communications providers in the US.,int,55.24,1,25,16,16.0,1.5625,"['nsa', 'document', 'note', 'oper', 'help', 'commun', 'provid', 'us']"
920,"The PRISM program allows the NSA, the worlds largest surveillance organization, to obtain targeted communications without having to request them from the service providers and without having to obtain individual court orders.",adv,22.08,1,59,32,32.0,1.84375,"['prism', 'program', 'allow', 'nsa', 'world', 'largest', 'surveil', 'organ', 'obtain', 'target', 'commun', 'without', 'request', 'servic', 'provid', 'without', 'obtain', 'individu', 'court', 'order']"
921,"The PRISM program allows the NSA, the worlds largest surveillance organization, to get targeted communications without requesting them from the service providers and without needing individual court orders.",int,17.68,1,53,28,28.0,1.8928571428571428,"['prism', 'program', 'allow', 'nsa', 'world', 'largest', 'surveil', 'organ', 'get', 'target', 'commun', 'without', 'request', 'servic', 'provid', 'without', 'need', 'individu', 'court', 'order']"
922,This law does not allow the targeting of any US citizen or of any person located within the United States.,adv,59.64,1,30,20,20.0,1.5,"['thi', 'law', 'doe', 'allow', 'target', 'ani', 'us', 'citizen', 'ani', 'person', 'locat', 'within', 'unit', 'state']"
923,This law does not allow the targeting of any US citizen or of any person who is within the United States.,int,67.08,1,29,21,21.0,1.380952380952381,"['thi', 'law', 'doe', 'allow', 'target', 'ani', 'us', 'citizen', 'ani', 'person', 'within', 'unit', 'state']"
924,"The program is subject to oversight by the Foreign Intelligence Surveillance Court, the Executive Branch and Congress.",adv,37.3,1,30,17,17.0,1.7647058823529411,"['program', 'subject', 'oversight', 'foreign', 'intellig', 'surveil', 'court', 'execut', 'branch', 'congress']"
925,"The program is overseen by the Foreign Intelligence Surveillance Court, the Executive Branch and Congress.",int,39.33,1,27,15,15.0,1.8,"['program', 'overseen', 'foreign', 'intellig', 'surveil', 'court', 'execut', 'branch', 'congress']"
926,This program was recently reauthorized by Congress after extensive hearings and debate.,adv,33.92,1,23,12,12.0,1.9166666666666667,"['thi', 'program', 'wa', 'recent', 'reauthor', 'congress', 'extens', 'hear', 'debat']"
927,This program was recently reauthorized by Congress after a lot of debate.,int,50.84,1,20,12,12.0,1.6666666666666667,"['thi', 'program', 'wa', 'recent', 'reauthor', 'congress', 'lot', 'debat']"
928,What made Nelson Mandela great was precisely what made him human.,adv,68.77,1,16,11,11.0,1.4545454545454546,"['made', 'nelson', 'mandela', 'great', 'wa', 'precis', 'made', 'human']"
929,What made Nelson Mandela great was exactly what made him human.,int,68.77,1,16,11,11.0,1.4545454545454546,"['made', 'nelson', 'mandela', 'great', 'wa', 'exactli', 'made', 'human']"
930,"The US president said: Through his fierce dignity and unbending will to sacrifice his own freedom for the freedom of others, Madiba transformed South Africa  and moved all of us.",adv,49.49,1,44,30,30.0,1.4666666666666666,"['us', 'presid', 'said', 'hi', 'fierc', 'digniti', 'unbend', 'sacrific', 'hi', 'freedom', 'freedom', 'madiba', 'transform', 'south', 'africa', 'move', 'us']"
931,"The US president said: Through his fierce dignity and strong will to sacrifice his own freedom for the freedom of others, Madiba transformed South Africa  and moved all of us.",int,57.95,1,42,30,30.0,1.4,"['us', 'presid', 'said', 'hi', 'fierc', 'digniti', 'strong', 'sacrific', 'hi', 'freedom', 'freedom', 'madiba', 'transform', 'south', 'africa', 'move', 'us']"
932,"FW de Klerk  the South African president who freed Mandela, shared the Nobel Peace Prize with him in 1993 and paved the way for him to become South Africas first post-apartheid head of state  said the news was deeply saddening for South Africa and the world.",adv,58.63,1,56,46,46.0,1.2173913043478262,"['fw', 'de', 'klerk', 'south', 'african', 'presid', 'freed', 'mandela', 'share', 'nobel', 'peac', 'prize', 'pave', 'way', 'becom', 'south', 'africa', 'first', 'postapartheid', 'head', 'state', 'said', 'news', 'wa', 'deepli', 'sadden', 'south', 'africa', 'world']"
933,FW de Klerk  the South African president who freed Mandela and shared the Nobel Peace Prize with him in 1993  said the news was deeply sad for South Africa and the world.,int,72.84,1,38,32,32.0,1.1875,"['fw', 'de', 'klerk', 'south', 'african', 'presid', 'freed', 'mandela', 'share', 'nobel', 'peac', 'prize', 'said', 'news', 'wa', 'deepli', 'sad', 'south', 'africa', 'world']"
934,"People gathered in the streets of South Africa to celebrate Mandelas life  In Soweto, people gathered to sing and dance near the house where he once lived.",adv,60.99,1,37,27,27.0,1.3703703703703705,"['peopl', 'gather', 'street', 'south', 'africa', 'celebr', 'mandela', 'life', 'soweto', 'peopl', 'gather', 'sing', 'danc', 'near', 'hous', 'onc', 'live']"
935,"In Soweto, people gathered to sing and dance near the house where he once lived.",int,90.09,1,18,15,15.0,1.2,"['soweto', 'peopl', 'gather', 'sing', 'danc', 'near', 'hous', 'onc', 'live']"
936,"With South Africa facing possible civil war, Mandela sought reconciliation with the white minority to build a new democracy.",adv,35.27,1,34,19,19.0,1.7894736842105263,"['south', 'africa', 'face', 'possibl', 'civil', 'war', 'mandela', 'sought', 'reconcili', 'white', 'minor', 'build', 'new', 'democraci']"
937,"With South Africa facing possible civil war, Mandela chose reconciliation with the white minority to build a new democracy.",int,35.27,1,34,19,19.0,1.7894736842105263,"['south', 'africa', 'face', 'possibl', 'civil', 'war', 'mandela', 'chose', 'reconcili', 'white', 'minor', 'build', 'new', 'democraci']"
939,"After the Sharpeville massacre, in which 69 black protesters were shot dead by police, he took the difficult decision to begin an armed struggle.",int,55.58,1,35,24,24.0,1.4583333333333333,"['sharpevil', 'massacr', 'black', 'protest', 'shot', 'dead', 'polic', 'took', 'difficult', 'decis', 'begin', 'arm', 'struggl']"
941,Mandelas 91st birthday was marked by the first annual Mandela Day in his honour.,int,65.73,1,21,14,14.0,1.5,"['mandela', 'st', 'birthday', 'wa', 'mark', 'first', 'annual', 'mandela', 'day', 'hi', 'honour']"
943,"This is very good news, said Maheshwar Dhakal, an ecologist with Nepals Department of National Parks and Wildlife Conservation.",int,52.19,1,30,19,19.0,1.5789473684210527,"['thi', 'veri', 'good', 'news', 'said', 'maheshwar', 'dhakal', 'ecologist', 'nepal', 'depart', 'nation', 'park', 'wildlif', 'conserv']"
944,The census is based on the examination of pictures from more than 500 cameras placed in five protected areas and three wildlife corridors.,adv,56.59,1,35,23,23.0,1.5217391304347827,"['censu', 'base', 'examin', 'pictur', 'camera', 'place', 'five', 'protect', 'area', 'three', 'wildlif', 'corridor']"
945,The census is based on the examination of pictures from more than 500 cameras in five protected areas and three wildlife corridors.,int,57.61,1,34,22,22.0,1.5454545454545454,"['censu', 'base', 'examin', 'pictur', 'camera', 'five', 'protect', 'area', 'three', 'wildlif', 'corridor']"
947,Dhakal said that a similar survey was done in India and the results from both countries will be published later in 2013.,int,66.07,1,30,22,22.0,1.3636363636363635,"['dhakal', 'said', 'similar', 'survey', 'wa', 'done', 'india', 'result', 'countri', 'publish', 'later']"
949,"It will take a few more months for India, which now has 1,300 big cats in several huge protected areas, to finish the survey, he added.",int,70.47,1,34,26,26.0,1.3076923076923077,"['take', 'month', 'india', 'ha', 'big', 'cat', 'sever', 'huge', 'protect', 'area', 'finish', 'survey', 'ad']"
950,Nepal has pledged to double the population of tigers by the year 2022 from 121 in 2009 when the last systematic tiger count took place.,adv,71.48,1,32,25,25.0,1.28,"['nepal', 'ha', 'pledg', 'doubl', 'popul', 'tiger', 'year', 'last', 'systemat', 'tiger', 'count', 'took', 'place']"
951,Nepal has promised to double the population of tigers by the year 2022 from 121 in 2009 when the last systematic tiger count took place.,int,71.48,1,32,25,25.0,1.28,"['nepal', 'ha', 'promis', 'doubl', 'popul', 'tiger', 'year', 'last', 'systemat', 'tiger', 'count', 'took', 'place']"
952,"The skin and bones are handed to middlemen, who pass easily through the porous border to India, where the major dealers are based.",adv,65.05,1,33,23,23.0,1.434782608695652,"['skin', 'bone', 'hand', 'middlemen', 'pass', 'easili', 'porou', 'border', 'india', 'major', 'dealer', 'base']"
953,"The skin and bones are given to middlemen, who pass easily through the border with India, where the major dealers are based.",int,66.07,1,31,22,22.0,1.4090909090909092,"['skin', 'bone', 'given', 'middlemen', 'pass', 'easili', 'border', 'india', 'major', 'dealer', 'base']"
954,One major problem is complicity between senior officials and mafia networks involved in the trade.,adv,47.79,1,26,15,15.0,1.7333333333333334,"['one', 'major', 'problem', 'complic', 'senior', 'offici', 'mafia', 'network', 'involv', 'trade']"
955,One major problem is that some senior officials help mafia networks involved in the trade.,int,64.71,1,22,15,15.0,1.4666666666666666,"['one', 'major', 'problem', 'senior', 'offici', 'help', 'mafia', 'network', 'involv', 'trade']"
957,But they say Nepal needs to do more to protect the habitat and animals on which tigers feed so the big cats have enough space to roam and food to eat.,int,82.31,1,35,31,31.0,1.1290322580645162,"['say', 'nepal', 'need', 'protect', 'habitat', 'anim', 'tiger', 'feed', 'big', 'cat', 'enough', 'space', 'roam', 'food', 'eat']"
958,"As the number of tigers has increased over the years, so have incidents of conflict with villagers.",adv,71.14,1,23,17,17.0,1.3529411764705883,"['number', 'tiger', 'ha', 'increas', 'year', 'incid', 'conflict', 'villag']"
959,"As the number of tigers has increased over the years, conflict with villagers has increased, too.",int,80.62,1,21,16,16.0,1.3125,"['number', 'tiger', 'ha', 'increas', 'year', 'conflict', 'villag', 'ha', 'increas']"
960,"But it should also come up with plans to protect people from tigers, Krishna Bhurtel, a local village headman in Chitwan, told Nepali newspaper Nagarik.",adv,63.02,1,36,25,25.0,1.44,"['also', 'come', 'plan', 'protect', 'peopl', 'tiger', 'krishna', 'bhurtel', 'local', 'villag', 'headman', 'chitwan', 'told', 'nepali', 'newspap', 'nagarik']"
