label,text_ele,text_int,int_ele
s361,"And I still dont know about the maintenance costs, he says.","And I still dont know about the continued maintenance costs, he says.","And I still dont know about the continued maintenance costs, he says.
 |<endoflevelone>| 
And I still dont know about the maintenance costs, he says."
s362,"But ... well, it feels nice, standing here.","But ... well, it does feel nice, standing here.","But ... well, it does feel nice, standing here.
 |<endoflevelone>| 
But ... well, it feels nice, standing here."
s363,"In his office with a view of the square, Rjukans young mayor, Steinar Bergsland, is less interested in the cost and more interested in the benefits the mirrors might bring to the town.","In his office overlooking the square, Rjukans young mayor, Steinar Bergsland, is interested not so much in the cost but in the benefits the mirrors might bring to the town.","In his office overlooking the square, Rjukans young mayor, Steinar Bergsland, is interested not so much in the cost but in the benefits the mirrors might bring to the town.
 |<endoflevelone>| 
In his office with a view of the square, Rjukans young mayor, Steinar Bergsland, is less interested in the cost and more interested in the benefits the mirrors might bring to the town."
s364,"And, says Bergsland, just look out of the window.","And, he says, just look out of the window.","And, he says, just look out of the window.
 |<endoflevelone>| 
And, says Bergsland, just look out of the window."
s365,"Barack Obama flew back to Washington and his desk in the Oval Office on Wednesday, hours after he gave an election victory speech in Chicago.","Barack Obama flew back to Washington and his desk in the Oval Office on Wednesday, hours after delivering an election victory speech in Chicago in which he asked the country to unite behind him.","Barack Obama flew back to Washington and his desk in the Oval Office on Wednesday, hours after delivering an election victory speech in Chicago in which he asked the country to unite behind him.
 |<endoflevelone>| 
Barack Obama flew back to Washington and his desk in the Oval Office on Wednesday, hours after he gave an election victory speech in Chicago."
s366,"Both the Republican House Speaker, John Boehner, and the Democratic Leader in the Senate, Harry Reid, think that everyone needs to work together to solve the economic crisis.","Both the Republican House Speaker, John Boehner, and the Democratic Leader in the Senate, Harry Reid, spoke about a need to work together to resolve the economic crisis.","Both the Republican House Speaker, John Boehner, and the Democratic Leader in the Senate, Harry Reid, spoke about a need to work together to resolve the economic crisis.
 |<endoflevelone>| 
Both the Republican House Speaker, John Boehner, and the Democratic Leader in the Senate, Harry Reid, think that everyone needs to work together to solve the economic crisis."
s367,But it could become one of the biggest fights ever between the White House and Congress during Obamas presidency.,But it could become one of the biggest battles yet between the White House and Congress under Obamas presidency.,"But it could become one of the biggest battles yet between the White House and Congress under Obamas presidency.
 |<endoflevelone>| 
But it could become one of the biggest fights ever between the White House and Congress during Obamas presidency."
s368,"Obama easily beat his Republican opponent Mitt Romney (Obama kept lots of swing states), but the election showed again how divided America is.","While Obama easily beat his Republican opponent Mitt Romney, holding swing state after swing state, the election showed again how divided America remains.","While Obama easily beat his Republican opponent Mitt Romney, holding swing state after swing state, the election showed again how divided America remains.
 |<endoflevelone>| 
Obama easily beat his Republican opponent Mitt Romney (Obama kept lots of swing states), but the election showed again how divided America is."
s369,"Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.","He talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.","He talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt.
 |<endoflevelone>| 
Boehner talked about the need for both parties to find common ground and take steps together to help our economy grow and create jobs, which is critical to solving our debt."
s37,"The richest 1% are estimated to cause 10,000 times more pollution than the average US citizen.","Members of the richest 1% are estimated to cause as much as 10,000 times more pollution than the average US citizen.","Members of the richest 1% are estimated to cause as much as 10,000 times more pollution than the average US citizen.
 |<endoflevelone>| 
The richest 1% are estimated to cause 10,000 times more pollution than the average US citizen."
s370,Reid said: I look at the challenges that we have ahead of us and I reach out to my Republican colleagues in the Senate and the House.,"Reid, also sounded conciliatory, saying: I look at the challenges that we have ahead of us and I reach out to my Republican colleagues in the Senate and the House.","Reid, also sounded conciliatory, saying: I look at the challenges that we have ahead of us and I reach out to my Republican colleagues in the Senate and the House.
 |<endoflevelone>| 
Reid said: I look at the challenges that we have ahead of us and I reach out to my Republican colleagues in the Senate and the House."
s371,"Obama told the happy crowd of supporters: Tonight in this election, you, the American people, reminded us that while our road has been hard, while our journey has been long, we have picked ourselves up, we have fought our way back.","Obama told the ecstatic crowd of supporters: Tonight in this election, you, the American people, reminded us that while our road has been hard, while our journey has been long, we have picked ourselves up, we have fought our way back.","Obama told the ecstatic crowd of supporters: Tonight in this election, you, the American people, reminded us that while our road has been hard, while our journey has been long, we have picked ourselves up, we have fought our way back.
 |<endoflevelone>| 
Obama told the happy crowd of supporters: Tonight in this election, you, the American people, reminded us that while our road has been hard, while our journey has been long, we have picked ourselves up, we have fought our way back."
s372,"In a speech that lasted more than 25 minutes, Obama said thank you to his wife, Michelle, and his daughters, Malia and Sasha  and also to his Vice-President, Joe Biden.","In a speech that lasted more than 25 minutes, Obama paid emotional tribute to his wife, Michelle, and his daughters, Malia and Sasha  as well as to his Vice-President, Joe Biden.","In a speech that lasted more than 25 minutes, Obama paid emotional tribute to his wife, Michelle, and his daughters, Malia and Sasha  as well as to his Vice-President, Joe Biden.
 |<endoflevelone>| 
In a speech that lasted more than 25 minutes, Obama said thank you to his wife, Michelle, and his daughters, Malia and Sasha  and also to his Vice-President, Joe Biden."
s373,We remain more than a collection of red states and blue states.,"We are greater than the sum of our individual ambitions, and we remain more than a collection of red states and blue states.","We are greater than the sum of our individual ambitions, and we remain more than a collection of red states and blue states.
 |<endoflevelone>| 
We remain more than a collection of red states and blue states."
s374,"The top countries are what you would expect, but Scandinavian countries were not rich when they introduced pensions for everyone.","The top-ranked countries are what you would expect, but Scandinavian countries were not wealthy when they introduced pensions for everyone.","The top-ranked countries are what you would expect, but Scandinavian countries were not wealthy when they introduced pensions for everyone.
 |<endoflevelone>| 
The top countries are what you would expect, but Scandinavian countries were not rich when they introduced pensions for everyone."
s375,"More than two-thirds of older people live in poor countries; by 2050, this proportion will probably be about four-fifths.","More than two-thirds of older people live in poor countries; by 2050, this proportion is expected to be about four-fifths.","More than two-thirds of older people live in poor countries; by 2050, this proportion is expected to be about four-fifths.
 |<endoflevelone>| 
More than two-thirds of older people live in poor countries; by 2050, this proportion will probably be about four-fifths."
s376,"The fastest ageing countries  Jordan, Laos, Mongolia, Nicaragua and Vietnam  are in the lower half of the ranking, which suggests that politicians there need to look at the problem of ageing so that they can give enough support to their populations.","The fastest ageing countries  Jordan, Laos, Mongolia, Nicaragua and Vietnam  are in the lower half of the ranking, which suggests that politicians there need to look at the question of ageing if they are to provide enough support to their populations.","The fastest ageing countries  Jordan, Laos, Mongolia, Nicaragua and Vietnam  are in the lower half of the ranking, which suggests that politicians there need to look at the question of ageing if they are to provide enough support to their populations.
 |<endoflevelone>| 
The fastest ageing countries  Jordan, Laos, Mongolia, Nicaragua and Vietnam  are in the lower half of the ranking, which suggests that politicians there need to look at the problem of ageing so that they can give enough support to their populations."
s377,There are also differences between men and women in ageing populations  women generally live longer than men.,"There are gender differences among ageing populations, with women generally living longer than men.","There are gender differences among ageing populations, with women generally living longer than men.
 |<endoflevelone>| 
There are also differences between men and women in ageing populations  women generally live longer than men."
s378,"However, population ageing does not always mean more health care spending, according to the report, which shows the importance of long-term investments in education and health care for older people.","However, population ageing does not always lead to significantly higher health care spending, according to the report, which highlights the importance of long-term investments in education and health care for older people.","However, population ageing does not always lead to significantly higher health care spending, according to the report, which highlights the importance of long-term investments in education and health care for older people.
 |<endoflevelone>| 
However, population ageing does not always mean more health care spending, according to the report, which shows the importance of long-term investments in education and health care for older people."
s379,"Bolivia, ranked 46, is one of the poorest countries but it has introduced good policies for older people  a national plan on ageing, free health care and a pension for everyone.","Bolivia, ranked 46, despite being one of the poorest countries, has introduced good policies for older people, with a national plan on ageing, free health care and a noncontributory pension for everyone.","Bolivia, ranked 46, despite being one of the poorest countries, has introduced good policies for older people, with a national plan on ageing, free health care and a noncontributory pension for everyone.
 |<endoflevelone>| 
Bolivia, ranked 46, is one of the poorest countries but it has introduced good policies for older people  a national plan on ageing, free health care and a pension for everyone."
s38,"Oxfam said world leaders should learn from countries such as Brazil, which has grown quickly and reduced inequality at the same time.","Oxfam said world leaders should learn from countries such as Brazil, which has grown rapidly while reducing inequality.","Oxfam said world leaders should learn from countries such as Brazil, which has grown rapidly while reducing inequality.
 |<endoflevelone>| 
Oxfam said world leaders should learn from countries such as Brazil, which has grown quickly and reduced inequality at the same time."
s380,Chile and Costa Rica introduced good basic health care many years ago and this has helped the ageing populations of those countries.,Good basic health care introduced decades ago in Chile and Costa Rica has helped the ageing populations of those countries.,"Good basic health care introduced decades ago in Chile and Costa Rica has helped the ageing populations of those countries.
 |<endoflevelone>| 
Chile and Costa Rica introduced good basic health care many years ago and this has helped the ageing populations of those countries."
s381,"In the Philippines, the educational reforms introduced after independence in 1946 have helped older people  elementary and high school education became compulsory.","In the Philippines, older people have benefited from the educational reforms introduced after independence in 1946, which made elementary and high school education compulsory.","In the Philippines, older people have benefited from the educational reforms introduced after independence in 1946, which made elementary and high school education compulsory.
 |<endoflevelone>| 
In the Philippines, the educational reforms introduced after independence in 1946 have helped older people  elementary and high school education became compulsory."
s382,"The same is true for Armenia, which, like other countries of the ex-Soviet Union, had a strong education system.","The same is true for Armenia, which, like other countries of the former Soviet Union, benefited from a strong education system.","The same is true for Armenia, which, like other countries of the former Soviet Union, benefited from a strong education system.
 |<endoflevelone>| 
The same is true for Armenia, which, like other countries of the ex-Soviet Union, had a strong education system."
s383,"South Korea is a surprisingly low 67 in the ageing study, partly because it introduced a pension only recently.","South Korea came a surprisingly low 67 on the ageing index, partly because it introduced a pension only recently.","South Korea came a surprisingly low 67 on the ageing index, partly because it introduced a pension only recently.
 |<endoflevelone>| 
South Korea is a surprisingly low 67 in the ageing study, partly because it introduced a pension only recently."
s384,"This is a very big day for Wales and, most importantly, for the 226 people in Wales who are waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.","This is a huge day for Wales and, most importantly, for the 226 people in Wales waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.","This is a huge day for Wales and, most importantly, for the 226 people in Wales waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford.
 |<endoflevelone>| 
This is a very big day for Wales and, most importantly, for the 226 people in Wales who are waiting for an organ transplant, said the Welsh Health Minister, Mark Drakeford."
s385,We have shown we are ready to take action to increase organ donation and to give hope to those people who wait every week for a transplant.,"As a society, we have shown we are prepared to take action to increase organ donation and to provide hope to those people waiting every week for a transplant.","As a society, we have shown we are prepared to take action to increase organ donation and to provide hope to those people waiting every week for a transplant.
 |<endoflevelone>| 
We have shown we are ready to take action to increase organ donation and to give hope to those people who wait every week for a transplant."
s386,"When family members know that organ donation is what the dead person wanted, they usually agree to the donation.","When family members know that organ donation is what the deceased wanted, they usually agree to the donation.","When family members know that organ donation is what the deceased wanted, they usually agree to the donation.
 |<endoflevelone>| 
When family members know that organ donation is what the dead person wanted, they usually agree to the donation."
s387,The new law will make clearer peoples wishes about organ donation and so it will increase the number of donations.,The new law will work by making clearer peoples wishes around the issue of organ donation and it will increase the rate of consent to donation.,"The new law will work by making clearer peoples wishes around the issue of organ donation and it will increase the rate of consent to donation.
 |<endoflevelone>| 
The new law will make clearer peoples wishes about organ donation and so it will increase the number of donations."
s388,"Relatives will have a clear right of objection, which will give them the chance to show that their relative did not want to be an organ donor.","Relatives will have a clear right of objection, giving them the chance to show that the deceased would not have wanted to be an organ donor.","Relatives will have a clear right of objection, giving them the chance to show that the deceased would not have wanted to be an organ donor.
 |<endoflevelone>| 
Relatives will have a clear right of objection, which will give them the chance to show that their relative did not want to be an organ donor."
s389,"Big efforts have been made in recent years to increase the number of those who carry an organ donation card, with a lot of success.","Big efforts have been made in recent years to increase the number of those who carry an organ donation card, with a good deal of success.","Big efforts have been made in recent years to increase the number of those who carry an organ donation card, with a good deal of success.
 |<endoflevelone>| 
Big efforts have been made in recent years to increase the number of those who carry an organ donation card, with a lot of success."
s39,"In 2005, BlackBerry brought instant messaging to the mobile phone and the company was just entering its period of success.","Back in 2005, when BlackBerry brought instant messaging to the mobile phone, the company was just entering its boom times.","Back in 2005, when BlackBerry brought instant messaging to the mobile phone, the company was just entering its boom times.
 |<endoflevelone>| 
In 2005, BlackBerry brought instant messaging to the mobile phone and the company was just entering its period of success."
s390,But the increase in numbers of organs is still not enough.,But the increase in numbers of organs that are donated is still not enough.,"But the increase in numbers of organs that are donated is still not enough.
 |<endoflevelone>| 
But the increase in numbers of organs is still not enough."
s391,"Members of the Muslim Council of Wales and the South Wales Jewish Representative Council are not happy, while the Archbishop of Wales, Barry Morgan, said that donation ought to be a gift of love, of generosity.","Members of the Muslim Council of Wales and the South Wales Jewish Representative Council have expressed worries, while the Archbishop of Wales, Barry Morgan, said that donation ought to be a gift of love, of generosity.","Members of the Muslim Council of Wales and the South Wales Jewish Representative Council have expressed worries, while the Archbishop of Wales, Barry Morgan, said that donation ought to be a gift of love, of generosity.
 |<endoflevelone>| 
Members of the Muslim Council of Wales and the South Wales Jewish Representative Council are not happy, while the Archbishop of Wales, Barry Morgan, said that donation ought to be a gift of love, of generosity."
s392,"From 28 February 2013, at 20.00 hours, he told a gathering of cardinals in the Vatican, the see of Rome, the see of Saint Peter, will be vacant and there will be an election for a new Pope.","From 28 February 2013, at 20.00 hours, he told a group of cardinals in the Vatican, the see of Rome, the see of Saint Peter, will be vacant and a new pope will have to be elected.","From 28 February 2013, at 20.00 hours, he told a group of cardinals in the Vatican, the see of Rome, the see of Saint Peter, will be vacant and a new pope will have to be elected.
 |<endoflevelone>| 
From 28 February 2013, at 20.00 hours, he told a gathering of cardinals in the Vatican, the see of Rome, the see of Saint Peter, will be vacant and there will be an election for a new Pope."
s393,"One of the cardinals at the gathering was a Mexican cardinal, Monsignor Oscar Sanchz Barba, from Guadalajara.","Among those present was a Mexican cardinal, Monsignor Oscar Sanchz Barba, from Guadalajara.","Among those present was a Mexican cardinal, Monsignor Oscar Sanchz Barba, from Guadalajara.
 |<endoflevelone>| 
One of the cardinals at the gathering was a Mexican cardinal, Monsignor Oscar Sanchz Barba, from Guadalajara."
s394,"Also, there were no dates in his calendar of events he had to attend.","What is more, there were no dates in his calendar of events he personally had to attend.","What is more, there were no dates in his calendar of events he personally had to attend.
 |<endoflevelone>| 
Also, there were no dates in his calendar of events he had to attend."
s395,"Thavis agreed: What I find particularly courageous is that he is going now, when he is not sick; and that hes leaving because hes tired and not because hes ill.","Thavis agreed: What I find particularly courageous is that he is prepared to say now, when he is not sick, that he is going; and that hes doing it because hes tired and not because hes particularly ill.","Thavis agreed: What I find particularly courageous is that he is prepared to say now, when he is not sick, that he is going; and that hes doing it because hes tired and not because hes particularly ill.
 |<endoflevelone>| 
Thavis agreed: What I find particularly courageous is that he is going now, when he is not sick; and that hes leaving because hes tired and not because hes ill."
s396,Does the Pope know more about his state of health than the Vatican has so far made public?,Does he know more about his state of health than the Vatican has so far made public?,"Does he know more about his state of health than the Vatican has so far made public?
 |<endoflevelone>| 
Does the Pope know more about his state of health than the Vatican has so far made public?"
s397,"He said that the position of Pope needed both strength of mind and strength of body, and in the last few months he felt that he was slowly losing that strength.","He said that the position of pope required both strength of mind and strength of body, and in the last few months he felt that strength was gradually decreasing.","He said that the position of pope required both strength of mind and strength of body, and in the last few months he felt that strength was gradually decreasing.
 |<endoflevelone>| 
He said that the position of Pope needed both strength of mind and strength of body, and in the last few months he felt that he was slowly losing that strength."
s398,"There will no doubt be other theories in future days and weeks, just as there were following the death of Pope John Paul I in 1978, 33 days after his election.","There will no doubt be other theories in the days and weeks ahead, just as there were following the death of Pope John Paul I in 1978, 33 days after his election.","There will no doubt be other theories in the days and weeks ahead, just as there were following the death of Pope John Paul I in 1978, 33 days after his election.
 |<endoflevelone>| 
There will no doubt be other theories in future days and weeks, just as there were following the death of Pope John Paul I in 1978, 33 days after his election."
s399,"If youre Gods chosen person, how do you choose not be chosen?","If youre Gods chosen one, how do you choose not be chosen?","If youre Gods chosen one, how do you choose not be chosen?
 |<endoflevelone>| 
If youre Gods chosen person, how do you choose not be chosen?"
s4,The first new domain names will probably be in use before the end of 2013.   ,The first approved domain names will probably be in use before the end of 2013.   ,"The first approved domain names will probably be in use before the end of 2013.   
 |<endoflevelone>| 
The first new domain names will probably be in use before the end of 2013.   "
s40,"Then, the iPhone was still just an idea and BlackBerrys innovations made its smartphone one of Canadas biggest exports.","While the iPhone was still just an idea, BlackBerrys innovations ensured its smartphone was one of Canadas biggest exports.","While the iPhone was still just an idea, BlackBerrys innovations ensured its smartphone was one of Canadas biggest exports.
 |<endoflevelone>| 
Then, the iPhone was still just an idea and BlackBerrys innovations made its smartphone one of Canadas biggest exports."
s400,It is a question many Catholics will be asking their priests in future weeks. ,It is a question many Catholics will be asking their priests in the weeks ahead. ,"It is a question many Catholics will be asking their priests in the weeks ahead. 
 |<endoflevelone>| 
It is a question many Catholics will be asking their priests in future weeks. "
s401,Prince Harry has left Afghanistan at the end of a four-month tour.,Prince Harry has flown out of Afghanistan at the end of a four-month tour.,"Prince Harry has flown out of Afghanistan at the end of a four-month tour.
 |<endoflevelone>| 
Prince Harry has left Afghanistan at the end of a four-month tour."
s402,He also talked about his feelings for some parts of the media and described how his father constantly told him to behave more like a member of the royal family.,He also told of his disdain for and distrust of some sections of the media and described how his father constantly reminded him to behave more like a member of the royal family.,"He also told of his disdain for and distrust of some sections of the media and described how his father constantly reminded him to behave more like a member of the royal family.
 |<endoflevelone>| 
He also talked about his feelings for some parts of the media and described how his father constantly told him to behave more like a member of the royal family."
s403,"In another interview, he criticized the media, especially the Sun, the Daily Mail and the Daily Telegraph.","In another interview, he criticized the media, especially the Sun, the Daily Mail and the Daily Telegraph, three of the royal familys strongest supporters.","In another interview, he criticized the media, especially the Sun, the Daily Mail and the Daily Telegraph, three of the royal familys strongest supporters.
 |<endoflevelone>| 
In another interview, he criticized the media, especially the Sun, the Daily Mail and the Daily Telegraph."
s404,He said he was very annoyed by articles that compare his role as an Apache co-pilot gunner to Spitfire crews during the second world war.,He said he was particularly annoyed by articles comparing his role as an Apache co-pilot gunner to Spitfire crews during the second world war.,"He said he was particularly annoyed by articles comparing his role as an Apache co-pilot gunner to Spitfire crews during the second world war.
 |<endoflevelone>| 
He said he was very annoyed by articles that compare his role as an Apache co-pilot gunner to Spitfire crews during the second world war."
s405,"When he was asked if he felt more comfortable being Captain Wales than Prince Harry, his reply was revealing.","When he was asked whether he felt more comfortable being Captain Wales than Prince Harry, his reply was one of the most revealing he has given about his relationship with Prince Charles.","When he was asked whether he felt more comfortable being Captain Wales than Prince Harry, his reply was one of the most revealing he has given about his relationship with Prince Charles.
 |<endoflevelone>| 
When he was asked if he felt more comfortable being Captain Wales than Prince Harry, his reply was revealing."
s406,"Before he went to Afghanistan, the prince was photographed naked in Las Vegas at a private party.","Shortly before he went to Afghanistan, the prince was photographed naked in Las Vegas during a private party.","Shortly before he went to Afghanistan, the prince was photographed naked in Las Vegas during a private party.
 |<endoflevelone>| 
Before he went to Afghanistan, the prince was photographed naked in Las Vegas at a private party."
s407,The researchers say their latest work could make it possible to connect many brains to share information.,They say their latest work could make it possible for multiple brains to be connected to share information.,"They say their latest work could make it possible for multiple brains to be connected to share information.
 |<endoflevelone>| 
The researchers say their latest work could make it possible to connect many brains to share information."
s408,"These experiments showed that we have created a direct communication connection between brains, Nicolelis said.","These experiments showed that we have established a sophisticated, direct communication connection between brains, Nicolelis said.","These experiments showed that we have established a sophisticated, direct communication connection between brains, Nicolelis said.
 |<endoflevelone>| 
These experiments showed that we have created a direct communication connection between brains, Nicolelis said."
s409,We are creating an organic computer.,"Basically, we are creating what I call an organic computer.","Basically, we are creating what I call an organic computer.
 |<endoflevelone>| 
We are creating an organic computer."
s41,"The move to bring BlackBerry to the iPhone is four or five years too late, says James Gooderson, a technology blogger.","The move to bring BlackBerry to the iPhone is four or five years too late, says James Gooderson, an 18-year-old student who blogs on technology.","The move to bring BlackBerry to the iPhone is four or five years too late, says James Gooderson, an 18-year-old student who blogs on technology.
 |<endoflevelone>| 
The move to bring BlackBerry to the iPhone is four or five years too late, says James Gooderson, a technology blogger."
s410,"When they did the task correctly, they got some water.","When they did the task correctly, they got a drink of water.","When they did the task correctly, they got a drink of water.
 |<endoflevelone>| 
When they did the task correctly, they got some water."
s411,"In tests, the second rat responded correctly to the first rats brain signals and pressed the lever 70% of the time.","In tests, the second rat responded correctly to the imported brain signals and pressed the lever 70% of the time.","In tests, the second rat responded correctly to the imported brain signals and pressed the lever 70% of the time.
 |<endoflevelone>| 
In tests, the second rat responded correctly to the first rats brain signals and pressed the lever 70% of the time."
s412,"In further experiments, the rats worked together on a task where they had to tell the difference between narrow and wide openings using their whiskers.","In further experiments, the rats collaborated on a task that required them to tell the difference between narrow and wide openings using their whiskers.","In further experiments, the rats collaborated on a task that required them to tell the difference between narrow and wide openings using their whiskers.
 |<endoflevelone>| 
In further experiments, the rats worked together on a task where they had to tell the difference between narrow and wide openings using their whiskers."
s413,"In the final test, the scientists connected rats on different continents and used the internet to send their brain activity.","In the final test, the scientists connected rats on different continents and used the internet to send their brain activity back and forth.","In the final test, the scientists connected rats on different continents and used the internet to send their brain activity back and forth.
 |<endoflevelone>| 
In the final test, the scientists connected rats on different continents and used the internet to send their brain activity."
s414,"This tells us that we could create a network of animal brains, with the animals in many different locations.",This tells us that we could create a workable network of animal brains distributed in many different locations.,"This tells us that we could create a workable network of animal brains distributed in many different locations.
 |<endoflevelone>| 
This tells us that we could create a network of animal brains, with the animals in many different locations."
s415,"We do not know what might happen when animals begin interacting as part of a brain-net, he said.","We cannot even predict what might happen when animals begin interacting as part of a brain-net, he said.","We cannot even predict what might happen when animals begin interacting as part of a brain-net, he said.
 |<endoflevelone>| 
We do not know what might happen when animals begin interacting as part of a brain-net, he said."
s416,"In theory, you could imagine that a combination of brains could find solutions that individual brains cannot find alone.","In theory, you could imagine that a combination of brains could find solutions that individual brains cannot achieve by themselves.","In theory, you could imagine that a combination of brains could find solutions that individual brains cannot achieve by themselves.
 |<endoflevelone>| 
In theory, you could imagine that a combination of brains could find solutions that individual brains cannot find alone."
s417,"Anders Sandberg, of Oxford University, said the work was very important in helping to understand how brains process information.","Anders Sandberg, who studies the ethics of neurotechnologies at Oxford University, said the work was very important in helping to understand how brains encode information.","Anders Sandberg, who studies the ethics of neurotechnologies at Oxford University, said the work was very important in helping to understand how brains encode information.
 |<endoflevelone>| 
Anders Sandberg, of Oxford University, said the work was very important in helping to understand how brains process information."
s418,"But the possible future uses of the technology are much wider, said Sandberg.","But the potential future uses of the technology are much wider, said Sandberg.","But the potential future uses of the technology are much wider, said Sandberg.
 |<endoflevelone>| 
But the possible future uses of the technology are much wider, said Sandberg."
s419,Theres a big difference between sharing information through the senses and being able to plan.,Theres a big difference between sharing sensory information and being able to plan.,"Theres a big difference between sharing sensory information and being able to plan.
 |<endoflevelone>| 
Theres a big difference between sharing information through the senses and being able to plan."
s42,Photos that are uploaded to Instagram get instant comments and Snapchats pictures have opened a world of other possibilities.,"Photos uploaded to Instagram get instant comments and Snapchats pictures, which selfdelete after ten seconds, have opened a world of other possibilities.","Photos uploaded to Instagram get instant comments and Snapchats pictures, which selfdelete after ten seconds, have opened a world of other possibilities.
 |<endoflevelone>| 
Photos that are uploaded to Instagram get instant comments and Snapchats pictures have opened a world of other possibilities."
s420,"We know very little about how people process thoughts and how they could be sent to another persons brain, so that will not happen any time soon.",Very little is known about how people encode thoughts and how they might be sent to another persons brain  so that will not happen any time soon.,"Very little is known about how people encode thoughts and how they might be sent to another persons brain  so that will not happen any time soon.
 |<endoflevelone>| 
We know very little about how people process thoughts and how they could be sent to another persons brain, so that will not happen any time soon."
s421,"Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site.","Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site, and a ceremony will be held to lay him into his new grave there, probably next year.","Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site, and a ceremony will be held to lay him into his new grave there, probably next year.
 |<endoflevelone>| 
Work has started on designing a new tomb in Leicester Cathedral, only 100 yards from the excavation site."
s422,Leicesters Museums Service is working on plans for a new visitor centre in an old school building next to the site.,Leicesters Museums Service is working on plans for a new visitor centre in an old school building overlooking the site.,"Leicesters Museums Service is working on plans for a new visitor centre in an old school building overlooking the site.
 |<endoflevelone>| 
Leicesters Museums Service is working on plans for a new visitor centre in an old school building next to the site."
s423,"Richard died at the Battle of Bosworth on 22 August 1485, the last English king to die in battle.","Richard died at Bosworth on 22 August 1485, the last English king to die in battle, and, for the first time, the researchers revealed how.","Richard died at Bosworth on 22 August 1485, the last English king to die in battle, and, for the first time, the researchers revealed how.
 |<endoflevelone>| 
Richard died at the Battle of Bosworth on 22 August 1485, the last English king to die in battle."
s424,"The axe probably went several centimetres into his brain and, experts say, he would have been unconscious at once and dead very soon.","The blade probably went several centimetres into his brain and, experts say, he was certainly unconscious at once and dead almost as soon.","The blade probably went several centimetres into his brain and, experts say, he was certainly unconscious at once and dead almost as soon.
 |<endoflevelone>| 
The axe probably went several centimetres into his brain and, experts say, he would have been unconscious at once and dead very soon."
s425,The injury confirms the story that he died in the middle of the battle without his horse.,The injury confirms the story that he died in the middle of the battle and without his horse  as in his cry in Shakespeares play: A horse!,"The injury confirms the story that he died in the middle of the battle and without his horse  as in his cry in Shakespeares play: A horse!
 |<endoflevelone>| 
The injury confirms the story that he died in the middle of the battle without his horse."
s426,"It was Mathew Morris who first found the body, in the first hour of the first day of the excavation.","It was Mathew Morris who first uncovered the body, in the first hour of the first day of the excavation.","It was Mathew Morris who first uncovered the body, in the first hour of the first day of the excavation.
 |<endoflevelone>| 
It was Mathew Morris who first found the body, in the first hour of the first day of the excavation."
s427,"At first, he did not believe it was the king.",He did not believe he had found the king.,"He did not believe he had found the king.
 |<endoflevelone>| 
At first, he did not believe it was the king."
s428,"Ten days later, on 5 September, when more excavation proved Morris had found the right place, he returned with Lin Foxhall, head of the archaeology department, to excavate the body.","Ten days later, on 5 September, when further excavation proved Morris had hit the crucial spot, he returned with Lin Foxhall, head of the archaeology department, to excavate the body.","Ten days later, on 5 September, when further excavation proved Morris had hit the crucial spot, he returned with Lin Foxhall, head of the archaeology department, to excavate the body.
 |<endoflevelone>| 
Ten days later, on 5 September, when more excavation proved Morris had found the right place, he returned with Lin Foxhall, head of the archaeology department, to excavate the body."
s429,"We did it the usual way, lifting the arms, legs and skull first, and then we lifted the torso  so it was only when we finally saw the twisted spine that I thought: My word, I think weve found him.","We did it the usual way, lifting the arms, legs and skull first, and proceeding gradually towards the torso  so it was only when we finally saw the twisted spine that I thought: My word, I think weve got him.","We did it the usual way, lifting the arms, legs and skull first, and proceeding gradually towards the torso  so it was only when we finally saw the twisted spine that I thought: My word, I think weve got him.
 |<endoflevelone>| 
We did it the usual way, lifting the arms, legs and skull first, and then we lifted the torso  so it was only when we finally saw the twisted spine that I thought: My word, I think weve found him."
s43,"Its much more complex, says Benedict Evans, a digital media specialist.","Its a much more complex, multifaceted environment, says Benedict Evans, a digital media specialist.","Its a much more complex, multifaceted environment, says Benedict Evans, a digital media specialist.
 |<endoflevelone>| 
Its much more complex, says Benedict Evans, a digital media specialist."
s430,"For Philippa Langley of the Richard III Society, Richard was the true king, the last king of the north, a worthy and brave leader who was a victim of Shakespeares negative propaganda.","For Philippa Langley of the Richard III Society, Richard was the true king, the last king of the north, a brave leader who became a victim of some of the most brilliant propaganda in history, in the hands of Shakespeare.","For Philippa Langley of the Richard III Society, Richard was the true king, the last king of the north, a brave leader who became a victim of some of the most brilliant propaganda in history, in the hands of Shakespeare.
 |<endoflevelone>| 
For Philippa Langley of the Richard III Society, Richard was the true king, the last king of the north, a worthy and brave leader who was a victim of Shakespeares negative propaganda."
